Text,Emotion
"Oh my goodness, what a surprise!",Surprised
This is completely revolting!!!,Disgust
Why would anyone do something so gross?.,Disgust
I'm feeling really down today....,Sad
I'm so furious about this injustice!,Angry
This is such a sad situation.!!,Sad
I'm absolutely delighted with the results!,Happy
"Please don’t leave me alone, I’m afraid....",Fear
This is making me so angry!!,Angry
"Everything is under control, don’t worry.",Calm
Why does everything always go wrong?!,Angry
Why does this always happen to me?...,Sad
"I can’t stop crying, it hurts so much....",Sad
"My heart is racing, I can’t calm down!...",Fear
I’m feeling relaxed and at peace.!!,Calm
"I can’t stop smiling, this is amazing!...",Happy
"I can’t stop shaking, I’m so nervous!",Fear
"There’s no rush, we can work it out..",Calm
I’ve had enough of this nonsense!.,Angry
I'm shocked by this unexpected news!...,Surprised
"Oh wow, this is unbelievable!!",Surprised
Let’s take it one step at a time.!,Calm
This situation is driving me crazy!!,Angry
"There’s no rush, we can work it out....",Calm
"Please don’t leave me alone, I’m afraid..",Fear
I can’t believe this just happened!,Surprised
I'm shocked by this unexpected news!.,Surprised
Everything is going better than I expected!!,Happy
"What a wonderful day, I feel great!!",Happy
I'm so furious about this injustice!.,Angry
This place is giving me chills..,Fear
"I can’t stop shaking, I’m so nervous!",Fear
I'm feeling really down today....,Sad
"I understand, and that’s fine with me.!!",Calm
Something doesn’t feel right about this....,Fear
I feel like something bad is going to happen.,Fear
That was completely out of the blue!,Surprised
Everything seems hopeless right now....,Sad
"Stop wasting my time, I’m sick of it!",Angry
This place is giving me chills.!!,Fear
Everything seems hopeless right now.,Sad
"Stop wasting my time, I’m sick of it!.",Angry
This is such a sad situation.!!,Sad
Something doesn’t feel right about this.!,Fear
This party is so much fun!!,Happy
This place is giving me chills..,Fear
"What a wonderful day, I feel great!!!",Happy
This place is giving me chills.!,Fear
I just want to be left alone.!,Sad
I feel nauseous just thinking about it..,Disgust
I'm so excited about this new project!!,Happy
I'm shocked by this unexpected news!!,Surprised
I feel nauseous just thinking about it.,Disgust
Everything is going better than I expected!!,Happy
I feel so lonely and depressed....,Sad
Life feels so empty without them..,Sad
I'm feeling really down today....,Sad
"No way, are you serious?!",Surprised
"What a wonderful day, I feel great!.",Happy
"I can't stand this anymore, it's frustrating!!!",Angry
Everything seems hopeless right now.!!,Sad
I never imagined it would turn out like this!,Surprised
I can’t believe how horrible this is.!!,Disgust
"Stop wasting my time, I’m sick of it!...",Angry
I'm heartbroken about what happened.!!,Sad
I’ve had enough of this nonsense!...,Angry
Let’s take it one step at a time.!!,Calm
"I’m speechless, I didn’t see that coming!.",Surprised
I'm feeling really down today..,Sad
We can discuss this calmly and logically.!,Calm
This place is giving me chills.!!,Fear
I’m feeling relaxed and at peace..,Calm
I’m really scared right now.,Fear
Everything seems hopeless right now.,Sad
I just want to be left alone.!,Sad
This is completely unacceptable!!!,Angry
"Ugh, this makes me feel sick.!",Disgust
"This is fantastic news, I'm thrilled!.",Happy
Why would anyone do something so gross?!!,Disgust
"I understand, and that’s fine with me..",Calm
I can’t believe how horrible this is.,Disgust
This situation is driving me crazy!...,Angry
That was completely out of the blue!!,Surprised
This is completely unacceptable!!,Angry
I'm so furious about this injustice!!!,Angry
Why would anyone do something so gross?!!,Disgust
"I’m speechless, I didn’t see that coming!...",Surprised
Why does this always happen to me?.,Sad
"That seems fair, I agree.!!",Calm
"What a wonderful day, I feel great!!!",Happy
We can discuss this calmly and logically..,Calm
"This is fantastic news, I'm thrilled!",Happy
"Everything is under control, don’t worry..",Calm
Life feels so empty without them..,Sad
Let’s just focus on finding a solution.!,Calm
It doesn’t really bother me either way..,Calm
"Stop wasting my time, I’m sick of it!...",Angry
This is making me so angry!!,Angry
That was completely out of the blue!...,Surprised
"I’m speechless, I didn’t see that coming!...",Surprised
Everything is going better than I expected!!!,Happy
I’m not sure I can handle this situation.,Fear
Everything seems hopeless right now..,Sad
I won’t tolerate this behavior anymore!,Angry
I’m feeling relaxed and at peace.,Calm
I feel nauseous just thinking about it.,Disgust
"I can’t stop smiling, this is amazing!...",Happy
What if everything goes wrong?!,Fear
"Stop wasting my time, I’m sick of it!!",Angry
Something doesn’t feel right about this..,Fear
That’s absolutely disgusting!...,Disgust
"I can’t stop crying, it hurts so much.!!",Sad
That was completely out of the blue!!,Surprised
I'm shocked by this unexpected news!.,Surprised
"Wow, I did not expect that at all!.",Surprised
Let’s just focus on finding a solution.!,Calm
"I understand, and that’s fine with me.!!",Calm
I’m feeling relaxed and at peace....,Calm
I love how everything is turning out!,Happy
I’m not sure I can handle this situation.!!,Fear
I’ve lost all motivation to keep going..,Sad
"Wow, I did not expect that at all!!",Surprised
It doesn’t really bother me either way....,Calm
"Stop wasting my time, I’m sick of it!",Angry
I’m feeling relaxed and at peace....,Calm
How dare you treat me like this!,Angry
I’m not sure I can handle this situation.,Fear
This is making me so angry!.,Angry
This is the worst thing I’ve ever experienced.!,Disgust
"Everything is under control, don’t worry.",Calm
How dare you treat me like this!,Angry
I feel nauseous just thinking about it..,Disgust
This is such a sad situation.!,Sad
Yay! We won the competition!.,Happy
I'm shocked by this unexpected news!.,Surprised
I can’t stand the sight of this..,Disgust
I'm so furious about this injustice!.,Angry
"This taste is unbearable, I hate it.!",Disgust
This is completely revolting!!,Disgust
I can’t stand the sight of this.,Disgust
This is completely revolting!,Disgust
Why does everything always go wrong?,Angry
"My heart is racing, I can’t calm down!!!",Fear
"No way, are you serious?!",Surprised
Life feels so empty without them....,Sad
I'm shocked by this unexpected news!!,Surprised
"I’m speechless, I didn’t see that coming!!!",Surprised
Why does everything always go wrong?...,Angry
This is completely revolting!!!,Disgust
This is the worst thing I’ve ever experienced.,Disgust
"Everything is under control, don’t worry..",Calm
This is the worst thing I’ve ever experienced..,Disgust
I feel nauseous just thinking about it....,Disgust
"This taste is unbearable, I hate it..",Disgust
Why does this always happen to me?.,Sad
I’m really scared right now..,Fear
I'm so excited about this new project!.,Happy
"I can’t stop crying, it hurts so much..",Sad
I'm so furious about this injustice!!!,Angry
Something doesn’t feel right about this..,Fear
I’m feeling relaxed and at peace.!!,Calm
I never imagined it would turn out like this!!!,Surprised
I just want to be left alone....,Sad
I won’t tolerate this behavior anymore!!,Angry
I never imagined it would turn out like this!...,Surprised
I feel nauseous just thinking about it....,Disgust
"I can’t stop smiling, this is amazing!",Happy
Life feels so empty without them.!!,Sad
"What a wonderful day, I feel great!.",Happy
"That’s so dirty, I can’t touch it.!!",Disgust
"That’s so dirty, I can’t touch it.!!",Disgust
This is such a sad situation....,Sad
"I can’t stop crying, it hurts so much..",Sad
I never imagined it would turn out like this!,Surprised
This situation is driving me crazy!.,Angry
"Everything is under control, don’t worry.!",Calm
I can’t believe this just happened!,Surprised
I’m really scared right now.!,Fear
"No way, are you serious?!!",Surprised
"Oh my goodness, what a surprise!",Surprised
I'm absolutely delighted with the results!,Happy
That’s absolutely disgusting!.,Disgust
We can discuss this calmly and logically....,Calm
It doesn’t really bother me either way.,Calm
This is such a sad situation.,Sad
Let’s just focus on finding a solution....,Calm
This place is giving me chills.!!,Fear
"My heart is racing, I can’t calm down!...",Fear
"There’s no rush, we can work it out.!!",Calm
We can discuss this calmly and logically.,Calm
Yay! We won the competition!!!,Happy
Everything is going better than I expected!.,Happy
"Oh wow, this is unbelievable!",Surprised
"Ugh, this makes me feel sick.!",Disgust
Yay! We won the competition!!!,Happy
"That’s so dirty, I can’t touch it....",Disgust
This caught me totally off guard!!,Surprised
"Please don’t leave me alone, I’m afraid.",Fear
I feel on top of the world today!!,Happy
I'm feeling really down today.!!,Sad
I can’t stand the sight of this.,Disgust
I feel on top of the world today!...,Happy
"Wow, I did not expect that at all!.",Surprised
"This taste is unbearable, I hate it.",Disgust
I can’t believe this just happened!,Surprised
Why does everything always go wrong?.,Angry
Why does this always happen to me?...,Sad
This place is giving me chills..,Fear
"Oh wow, this is unbelievable!!",Surprised
"Everything is under control, don’t worry..",Calm
This party is so much fun!!!,Happy
I feel so lonely and depressed.!,Sad
This is making me so angry!!!,Angry
"This taste is unbearable, I hate it..",Disgust
"I’m speechless, I didn’t see that coming!...",Surprised
I’m feeling relaxed and at peace..,Calm
I can’t believe how horrible this is.,Disgust
Life feels so empty without them.!!,Sad
Yay! We won the competition!...,Happy
This is making me so angry!!,Angry
I never imagined it would turn out like this!,Surprised
"This is fantastic news, I'm thrilled!.",Happy
I love how everything is turning out!...,Happy
This is completely revolting!...,Disgust
"Please don’t leave me alone, I’m afraid....",Fear
This is making me so angry!!!,Angry
Everything seems hopeless right now.!!,Sad
"Oh my goodness, what a surprise!",Surprised
Why does everything always go wrong?!,Angry
We can discuss this calmly and logically.!!,Calm
I can’t believe this just happened!!,Surprised
Something doesn’t feel right about this....,Fear
"I can’t stop smiling, this is amazing!",Happy
I’ve had enough of this nonsense!.,Angry
"I can’t stop shaking, I’m so nervous!.",Fear
"This taste is unbearable, I hate it.",Disgust
"What a wonderful day, I feel great!.",Happy
I feel so lonely and depressed.!,Sad
I can’t believe this just happened!!,Surprised
That’s absolutely disgusting!!,Disgust
I'm shocked by this unexpected news!.,Surprised
Everything is going better than I expected!,Happy
I feel like something bad is going to happen....,Fear
This is completely unacceptable!!,Angry
What if everything goes wrong?.,Fear
Yay! We won the competition!.,Happy
I'm so excited about this new project!!!,Happy
I'm shocked by this unexpected news!...,Surprised
What if everything goes wrong?...,Fear
Why does this always happen to me?.,Sad
I feel like something bad is going to happen.!!,Fear
This party is so much fun!...,Happy
