Emotion,Sentence
Happy,We are joyful with friends
Happy,We seem excited with friends
Happy,I seem joyful this morning
Happy,She feel cheerful right now
Happy,We are cheerful this morning
Happy,She feel excited today
Happy,They feel joyful this morning
Happy,We are glad this morning
Happy,I seem cheerful with friends
Happy,We seem happy with friends
Happy,He look cheerful inside
Happy,I are cheerful right now
Happy,They are excited today
Happy,They seem joyful right now
Happy,He look cheerful with friends
Happy,I look happy right now
Happy,They feel excited with friends
Happy,We feel cheerful right now
Happy,He are joyful inside
Happy,I look cheerful inside
Happy,I are joyful right now
Happy,We look happy today
Happy,I seem happy right now
Happy,She are happy right now
Happy,I are joyful right now
Happy,She look happy inside
Happy,He are happy today
Happy,We are happy this morning
Happy,We seem excited with friends
Happy,He feel glad inside
Happy,She feel happy with friends
Happy,He seem excited right now
Happy,She seem excited inside
Happy,He feel excited inside
Happy,He seem happy inside
Happy,He look glad inside
Happy,She look glad this morning
Happy,We are cheerful inside
Happy,I look happy right now
Happy,I are excited this morning
Happy,She feel cheerful today
Happy,He feel joyful right now
Happy,I are glad inside
Happy,I seem cheerful inside
Happy,I feel cheerful inside
Happy,They seem excited this morning
Happy,We are joyful with friends
Happy,We are joyful with friends
Happy,They feel excited with friends
Happy,She are glad today
Happy,She are happy inside
Happy,He seem happy right now
Happy,I feel excited this morning
Happy,He feel joyful inside
Happy,They feel excited inside
Happy,He look cheerful this morning
Happy,They are happy with friends
Happy,He seem cheerful today
Happy,He feel cheerful this morning
Happy,We are happy this morning
Happy,We are glad today
Happy,He feel excited this morning
Happy,I seem excited inside
Happy,I look happy today
Happy,She seem glad inside
Happy,She are cheerful with friends
Happy,He feel glad inside
Happy,They feel happy today
Happy,She feel glad this morning
Happy,We look happy right now
Happy,She feel joyful inside
Happy,He are happy right now
Happy,We look happy right now
Happy,I are joyful right now
Happy,I look joyful this morning
Happy,He feel excited right now
Happy,They seem excited inside
Happy,They seem glad this morning
Happy,They are joyful with friends
Happy,He are excited today
Happy,She seem cheerful this morning
Happy,We look happy this morning
Happy,She look cheerful today
Happy,We look joyful today
Happy,I look happy this morning
Happy,They seem glad right now
Happy,I look glad today
Happy,She feel happy today
Happy,He are cheerful inside
Happy,He look glad with friends
Happy,They are joyful today
Happy,He look excited right now
Happy,I look happy with friends
Happy,He look happy with friends
Happy,We are happy with friends
Happy,He are cheerful inside
Happy,She look joyful inside
Happy,I feel glad with friends
Happy,They feel glad today
Happy,We feel happy this morning
Happy,He feel joyful this morning
Happy,We feel excited with friends
Happy,He feel happy this morning
Happy,I look happy with friends
Happy,I feel cheerful with friends
Happy,They seem happy right now
Happy,She are joyful with friends
Happy,We feel happy right now
Happy,We are joyful this morning
Happy,She look happy this morning
Happy,He feel glad with friends
Happy,He look joyful this morning
Happy,We are cheerful right now
Happy,She seem glad this morning
Happy,I are glad today
Happy,They seem cheerful inside
Happy,We feel cheerful this morning
Happy,She are joyful this morning
Happy,We are glad with friends
Happy,I are cheerful right now
Happy,I feel excited right now
Happy,I are glad right now
Happy,She seem happy this morning
Happy,She seem excited today
Happy,They look joyful with friends
Happy,I feel glad with friends
Happy,We feel excited with friends
Happy,I seem happy with friends
Happy,He are cheerful with friends
Happy,He seem cheerful right now
Happy,We are glad this morning
Happy,We are glad right now
Happy,I feel happy inside
Happy,I look happy today
Happy,She are glad today
Happy,They are joyful this morning
Happy,She look glad inside
Happy,She look glad inside
Happy,He look glad today
Happy,He are happy this morning
Happy,I are joyful this morning
Happy,We are excited right now
Happy,They seem excited this morning
Happy,He feel cheerful with friends
Happy,He are joyful this morning
Happy,He seem glad with friends
Happy,I feel cheerful right now
Happy,I are cheerful inside
Happy,We feel excited inside
Happy,I feel happy today
Happy,They look joyful today
Happy,She seem joyful with friends
Happy,They feel joyful this morning
Happy,We feel cheerful right now
Happy,I are glad today
Happy,They look glad this morning
Happy,She look excited right now
Happy,He seem glad right now
Happy,They look joyful today
Happy,I are excited right now
Happy,They look excited with friends
Happy,He feel glad right now
Happy,He feel glad this morning
Happy,We feel happy today
Happy,She seem excited inside
Happy,We feel happy right now
Happy,He look excited with friends
Happy,We feel cheerful right now
Happy,He feel cheerful inside
Happy,She seem cheerful today
Happy,He seem cheerful right now
Happy,She seem cheerful today
Happy,I feel joyful today
Happy,He feel happy with friends
Happy,He feel happy today
Happy,She seem glad right now
Happy,We feel glad inside
Happy,I look happy inside
Happy,We look joyful with friends
Happy,He feel happy this morning
Happy,I are joyful inside
Happy,They feel happy with friends
Happy,We look joyful inside
Happy,We look cheerful this morning
Happy,They feel cheerful with friends
Happy,She look joyful right now
Happy,She seem excited inside
Happy,He look excited with friends
Happy,They feel cheerful inside
Happy,She are happy inside
Happy,He feel cheerful right now
Happy,She feel cheerful inside
Happy,We look glad with friends
Happy,She look cheerful this morning
Happy,I feel joyful right now
Happy,We seem cheerful right now
Happy,We feel cheerful with friends
Happy,I seem happy this morning
Happy,He look glad inside
Happy,I look cheerful inside
Happy,He look happy inside
Happy,They seem excited today
Happy,I are happy right now
Happy,They feel glad inside
Happy,I feel happy inside
Happy,We seem joyful this morning
Happy,He are happy with friends
Happy,She seem joyful today
Happy,He feel excited with friends
Happy,We look happy right now
Happy,She are cheerful today
Happy,He look happy this morning
Happy,I are cheerful this morning
Happy,He look joyful this morning
Happy,They seem happy inside
Happy,She feel cheerful with friends
Happy,They are happy this morning
Happy,She seem excited right now
Happy,He seem cheerful inside
Happy,She feel excited right now
Happy,He are glad today
Happy,We look joyful today
Happy,We look cheerful inside
Happy,She look joyful with friends
Happy,She seem joyful with friends
Happy,They look happy today
Happy,We look joyful inside
Happy,They seem excited this morning
Happy,He feel excited with friends
Happy,She are cheerful today
Happy,They seem happy with friends
Happy,We look excited today
Happy,He seem excited inside
Happy,They are happy right now
Happy,He are excited today
Happy,I seem cheerful right now
Happy,She are glad inside
Happy,She feel joyful this morning
Happy,She are excited with friends
Happy,She look excited inside
Happy,I look glad right now
Happy,He look happy today
Happy,We are glad right now
Happy,He are joyful today
Happy,They seem excited right now
Happy,They seem happy today
Happy,He feel joyful with friends
Happy,He are glad this morning
Happy,We feel excited inside
Happy,They feel happy inside
Happy,I are excited this morning
Happy,They feel excited today
Happy,He look happy right now
Happy,I feel joyful today
Happy,She seem excited with friends
Happy,They feel happy right now
Happy,We seem cheerful this morning
Happy,I feel glad with friends
Happy,He feel cheerful this morning
Happy,I feel joyful this morning
Happy,We are glad this morning
Happy,We are glad inside
Happy,I are happy right now
Happy,She are happy right now
Happy,We seem cheerful with friends
Happy,They seem joyful today
Happy,He are happy today
Happy,He seem happy with friends
Happy,They seem glad right now
Happy,I feel happy with friends
Happy,He feel joyful inside
Happy,She feel excited right now
Happy,We feel cheerful right now
Happy,We look excited inside
Happy,They look cheerful inside
Happy,We feel excited right now
Happy,We seem happy inside
Happy,They are happy today
Happy,They seem joyful with friends
Happy,They seem excited this morning
Happy,I are happy inside
Happy,She seem excited right now
Happy,I feel glad this morning
Happy,I look glad inside
Happy,She are happy today
Happy,I are happy today
Happy,We feel joyful inside
Happy,I feel cheerful this morning
Happy,He look glad inside
Happy,She seem happy inside
Happy,They seem cheerful today
Happy,They look joyful right now
Happy,He look cheerful this morning
Happy,We feel glad right now
Happy,He look excited this morning
Happy,They feel happy with friends
Happy,I look cheerful this morning
Happy,They feel excited today
Happy,I seem cheerful right now
Happy,They are cheerful inside
Happy,He are excited right now
Happy,She feel joyful right now
Happy,She seem happy with friends
Happy,I seem joyful right now
Happy,He are glad inside
Happy,He seem cheerful with friends
Happy,They are excited right now
Happy,We are excited today
Happy,We are cheerful right now
Happy,They are cheerful with friends
Happy,He seem glad this morning
Happy,He are joyful right now
Happy,She are glad right now
Happy,I look glad right now
Happy,I feel joyful today
Happy,I seem cheerful with friends
Happy,I feel happy right now
Happy,We feel glad with friends
Happy,She are cheerful right now
Happy,He look excited with friends
Happy,I look happy right now
Happy,They feel cheerful with friends
